,State,ZIP_Code,Population,Male,Female,Median Age,Race,Poverty Count,Poverty Rate,Household Income,Per Capita Income,Unemployment Count,Unemployment Rate,Total housing units,Median year structure built,Median Value ($) for Housing Units,White alone race,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Some other race alone,Lat,Lng,City,county
1695,California,96057,1305,692,613,54.1,1305,250,19.15708812,40729,24025.0,93,7.126436782000001,1059,1956,184500,1221,1,19,0,0,41.242143,-121.9653328,McCloud,Siskiyou County
1696,California,96058,779,472,307,43.2,779,108,13.86392811,35500,23865.0,49,6.290115533,411,1974,160700,673,20,31,0,30,41.71510120000001,-121.90979320000001,Macdoel,Siskiyou County
1701,California,96064,4881,2570,2311,43.7,4881,953,19.52468756,43664,22070.0,260,5.3267773,2314,1980,158500,4254,22,121,44,55,41.7368977,-122.3308804,Montague,Siskiyou County
1713,California,96085,91,44,47,55.9,91,35,38.46153846,86875,31704.0,2,2.197802198,51,1981,-666666666,60,0,6,0,0,41.768730600000005,-122.98558390000001,Scott Bar,Siskiyou County
1714,California,96086,304,170,134,57.3,304,114,37.5,24375,18579.0,12,3.947368421,210,1965,166800,250,0,3,1,0,41.913274799999996,-123.2255361,Seiad Valley,Siskiyou County
1721,California,96094,6446,3087,3359,46.5,6446,978,15.17219981,48750,25263.0,318,4.9332919639999995,3347,1983,187100,5205,382,143,236,122,41.4597837,-122.4329242,Weed,Siskiyou County
1723,California,96097,9744,4537,5207,42.2,9744,2729,28.00697865,32280,21571.0,522,5.3571428569999995,4843,1975,157300,8068,151,532,149,162,41.7866527,-122.65921979999999,Yreka,Siskiyou County
1586,California,95910,134,28,106,59.5,134,106,79.10447761,-666666666,14293.0,0,0.0,113,1944,-666666666,134,0,0,0,0,39.467884399999996,-120.83840929999998,Alleghany,Sierra County
1604,California,95936,234,141,93,35.5,234,9,3.8461538460000004,34659,31917.0,0,0.0,259,1939,226000,228,0,0,0,0,39.606736299999994,-120.7809676,Downieville,Sierra County
1611,California,95944,41,31,10,67.3,41,0,0.0,-666666666,34841.0,0,0.0,76,1939,-666666666,41,0,0,0,0,39.526523600000004,-120.87860259999998,Goodyears Bar,Sierra County
1746,California,96124,385,177,208,60.8,385,23,5.974025974,41304,40468.0,0,0.0,382,1978,139100,365,0,0,0,0,39.6252979,-120.45880590000002,Calpine,Sierra County
1747,California,96125,227,115,112,62.5,227,11,4.845814978,156125,95831.0,0,0.0,476,1974,354400,223,0,0,0,0,39.5719019,-120.6429991,Sierra City,Sierra County
1748,California,96126,39,20,19,65.8,39,4,10.25641026,-666666666,30008.0,1,2.564102564,65,1987,-666666666,35,1,0,1,1,39.536772799999994,-120.50487920000002,Sierraville,Sierra County
1650,California,96001,34260,16939,17321,43.4,34260,5514,16.09457093,45694,28501.0,1177,3.435493287,14910,1975,255800,29496,353,969,777,983,40.5441948,-122.4617007,Redding,Shasta County
1651,California,96002,32943,15871,17072,39.5,32943,5286,16.04589746,44721,23845.0,1497,4.544212731,13546,1978,215200,27165,456,751,1820,988,40.52291470000001,-122.3221947,Redding,Shasta County
1652,California,96003,44929,21760,23169,40.3,44929,7817,17.39856218,47753,26234.0,1421,3.162767923,19589,1988,233500,39043,534,855,2075,628,40.8002021,-122.17929270000002,Redding,Shasta County
1655,California,96008,1483,707,776,48.8,1483,127,8.563722185,60528,25848.0,23,1.5509103169999998,568,1987,271600,1261,9,81,0,118,40.7159408,-122.1203009,Bella Vista,Shasta County
1658,California,96011,116,69,47,60.0,116,23,19.82758621,17083,14275.0,0,0.0,152,1969,165000,103,0,0,0,0,41.0762621,-122.0143947,Big Bend,Shasta County
1659,California,96013,4538,2090,2448,42.2,4538,1011,22.2785368,36604,19955.0,141,3.107095637,2180,1973,135100,4270,34,129,59,46,41.0249681,-121.6932438,Burney,Shasta County
1662,California,96016,497,196,301,43.7,497,120,24.14486922,-666666666,25201.0,0,0.0,314,1981,204700,487,0,10,0,0,40.940369200000006,-121.572033,Cassel,Shasta County
1664,California,96019,10121,5038,5083,37.1,10121,1981,19.57316471,46394,20788.0,447,4.416559628,3983,1980,156800,8334,131,375,98,216,40.6915046,-122.37790530000001,Shasta Lake,Shasta County
1676,California,96033,561,297,264,50.0,561,97,17.29055258,34167,18870.0,12,2.139037433,264,1975,80000,530,2,3,11,0,40.7731781,-122.5636466,French Gulch,Shasta County
1682,California,96040,275,123,152,67.6,275,61,22.18181818,48083,23216.0,32,11.63636364,215,1979,204200,250,0,25,0,0,40.78770120000001,-121.4305473,Hat Creek,Shasta County
1690,California,96051,1264,551,713,52.4,1264,350,27.68987342,42500,26857.0,38,3.0063291139999997,845,1976,228600,1070,0,59,0,0,40.960879399999996,-122.3844187,Lakehead,Shasta County
1699,California,96062,1180,556,624,52.3,1180,184,15.59322034,62500,33110.0,37,3.13559322,474,1980,338800,1111,0,26,0,0,40.5643302,-122.0397737,Millville,Shasta County
1702,California,96065,360,196,164,56.1,360,18,5.0,42813,21685.0,3,0.833333333,254,1974,310500,296,17,22,0,21,40.9063814,-121.8967213,Montgomery Creek,Shasta County
1705,California,96069,792,437,355,56.6,792,178,22.47474747,43938,30077.0,52,6.565656566,459,1979,233700,747,17,7,7,3,40.686923900000004,-122.0036217,Oak Run,Shasta County
1706,California,96071,180,61,119,35.9,180,0,0.0,37061,15301.0,55,30.55555556,177,1988,133400,180,0,0,0,0,40.664978000000005,-121.46833170000001,Old Station,Shasta County
1707,California,96073,4174,2046,2128,49.8,4174,352,8.433157643,79528,35316.0,127,3.042644945,1570,1979,360100,3994,7,50,30,0,40.599394200000006,-122.19601189999999,Palo Cedro,Shasta County
1712,California,96084,416,197,219,53.5,416,85,20.43269231,44219,22753.0,11,2.644230769,303,1983,158700,311,3,59,0,10,40.904810100000006,-122.0229676,Round Mountain,Shasta County
1715,California,96087,600,347,253,56.3,600,38,6.333333333,33393,29428.0,34,5.666666667,361,1979,242500,584,0,0,0,0,40.598033,-122.49042659999998,Shasta,Shasta County
1722,California,96096,733,395,338,51.9,733,178,24.28376535,56667,28937.0,35,4.774897681000001,321,1985,276600,665,3,43,1,1,40.661649,-121.84433519999999,Whitmore,Shasta County
702,California,93220,381,224,157,19.5,381,63,16.53543307,-666666666,7942.0,40,10.49868766,120,1939,-666666666,381,0,0,0,0,48.879647399999996,2.5465061,Gagny,Seine-Saint-Denis
157,California,90743,368,193,175,51.5,368,72,19.56521739,109028,60313.0,18,4.891304348,254,1976,-666666666,298,5,0,0,24,33.72843579999999,-118.0842563,Surfside,Seal Beach
1158,California,95003,25187,12023,13164,47.3,25187,2391,9.492992417,90694,46517.0,836,3.319172589,11808,1974,703200,22702,311,107,693,262,36.9771465,-121.89941540000001,Aptos,Santa Cruz County
1160,California,95005,7116,3394,3722,41.4,7116,646,9.078133783,70833,35240.0,215,3.021360315,2758,1967,567100,6276,28,20,172,204,37.0945364,-122.09510619999999,Ben Lomond,Santa Cruz County
1162,California,95007,683,345,338,58.5,683,235,34.40702782,-666666666,37555.0,58,8.491947291,330,1939,607400,653,0,0,0,30,37.109485,-122.11143659999999,Brookdale,Santa Cruz County
1164,California,95010,9375,4760,4615,43.0,9375,1060,11.30666667,74146,42436.0,225,2.4,4759,1972,570900,7956,77,96,364,275,36.9764598,-121.9501551,Capitola,Santa Cruz County
1169,California,95018,6935,3412,3523,45.8,6935,381,5.493871665,81811,44348.0,182,2.624369142,3398,1962,484600,6308,56,18,176,76,37.0435289,-122.07238159999999,Felton,Santa Cruz County
1170,California,95019,6252,3230,3022,34.2,6252,1405,22.4728087,34323,18913.0,256,4.094689699,2046,1974,374000,3891,30,0,162,1862,36.9355718,-121.7793794,Freedom,Santa Cruz County
1187,California,95060,47227,23389,23838,35.2,47227,11638,24.64268321,62145,38071.0,2131,4.512249349,20608,1970,748000,39220,659,397,2847,1437,37.010530700000004,-122.11782609999999,Santa Cruz,Santa Cruz County
1188,California,95062,37365,18523,18842,39.1,37365,5955,15.93737455,63492,34712.0,1514,4.051920246,16783,1970,625200,31587,387,234,1012,2665,36.9677899,-121.98712169999999,Santa Cruz,Santa Cruz County
1189,California,95064,9692,4619,5073,19.5,9692,343,3.539001238,40972,5342.0,474,4.890631449,503,1979,300000,5237,174,12,2742,686,36.9923139,-122.0581762,Santa Cruz,Santa Cruz County
1190,California,95065,8551,4238,4313,43.3,8551,611,7.145363115,92336,46044.0,246,2.876856508,3335,1973,723700,7037,119,7,251,597,37.035397700000004,-121.98712169999999,Santa Cruz,Santa Cruz County
1191,California,95066,15642,7721,7921,41.7,15642,805,5.1464007160000005,108581,52910.0,489,3.1261986960000003,5935,1978,710300,13787,75,37,972,159,37.0702838,-122.01554909999999,Scotts Valley,Santa Cruz County
1193,California,95073,11407,5647,5760,45.2,11407,1560,13.6758131,81392,39854.0,430,3.769615149,4471,1975,650200,9749,51,10,181,791,37.0459268,-121.93593390000001,Soquel,Santa Cruz County
946,California,94022,19705,9435,10270,48.2,19705,719,3.648820096,194014,115724.0,260,1.319462065,7965,1966,2000001,13114,64,6,5526,55,37.369400899999995,-122.1405413,Los Altos,Santa Clara County
947,California,94024,23057,11126,11931,46.3,23057,718,3.114021772,204534,94996.0,359,1.557010886,8134,1960,2000001,15249,68,29,6326,258,37.3478257,-122.10078670000001,Los Altos,Santa Clara County
954,California,94040,35200,18648,16552,34.7,35200,3298,9.369318182,115600,61465.0,878,2.4943181819999998,14476,1970,1199000,19445,656,63,10775,2327,37.3785351,-122.08658500000001,Mountain View,Santa Clara County
955,California,94041,14162,7425,6737,34.8,14162,1199,8.466318317,101780,63125.0,425,3.000988561,6553,1970,1015100,9142,333,9,3403,603,37.386812,-122.07515490000002,Mountain View,Santa Clara County
956,California,94043,29689,15717,13972,35.6,29689,2262,7.618983462,105030,61111.0,983,3.310990603,13441,1973,819900,17607,703,244,7893,1459,37.428434,-122.07238159999999,Mountain View,Santa Clara County
967,California,94085,23177,12265,10912,31.3,23177,2188,9.440393494,101051,45777.0,761,3.283427536,8628,1975,631400,11382,623,291,8226,1660,37.389529700000004,-122.01839140000001,Sunnyvale,Santa Clara County
968,California,94086,49851,25552,24299,33.9,49851,4045,8.114180257000001,104449,51760.0,1895,3.801327957,20208,1974,829400,23007,999,133,21563,2124,37.371859,-122.02123370000001,Sunnyvale,Santa Clara County
969,California,94087,55987,27994,27993,39.0,55987,2523,4.506403272,129668,61080.0,1346,2.40412953,21146,1966,1117500,24827,684,190,26321,1083,37.3492097,-122.0326019,Sunnyvale,Santa Clara County
970,California,94089,21403,11297,10106,37.3,21403,1858,8.681026024,94903,42496.0,956,4.466663552,8198,1984,214400,9511,729,7,8840,1718,37.4110966,-122.01817620000001,Sunnyvale,Santa Clara County
999,California,94301,17409,8459,8950,42.9,17409,1276,7.329542191,135427,93365.0,460,2.642311448,7825,1956,2000001,12291,300,38,3600,230,37.4457966,-122.15757450000001,Palo Alto,Santa Clara County
1001,California,94304,3658,1826,1832,38.6,3658,227,6.205576818,105320,89810.0,12,0.328048114,2002,1992,1657500,2656,61,1,817,34,37.381344399999996,-122.1802812,Palo Alto,Santa Clara County
1003,California,94306,27259,13372,13887,41.2,27259,1500,5.502769727,119157,69459.0,719,2.637660956,11141,1961,1536400,15987,261,58,9209,321,37.41775629999999,-122.1235054,Palo Alto,Santa Clara County
1163,California,95008,46507,22912,23595,39.0,46507,3360,7.22471886,102556,50540.0,1252,2.6920678610000004,19261,1971,803600,30878,1490,201,8791,2465,37.2770029,-121.95299920000001,Campbell,Santa Clara County
1166,California,95013,66,29,37,44.6,66,11,16.66666667,50521,25542.0,4,6.0606060610000005,25,1958,-666666666,62,0,0,0,0,37.2181037,-121.73521969999999,Coyote,Santa Clara County
1167,California,95014,62632,30621,32011,40.3,62632,2819,4.500894112,141917,59008.0,2026,3.23476817,22477,1973,1215600,17898,453,130,41729,616,37.31317,-122.07238159999999,Cupertino,Santa Clara County
1171,California,95020,61480,30339,31141,34.2,61480,7675,12.48373455,86261,31947.0,2270,3.692257645,18685,1982,566800,45732,999,462,3726,7974,37.0127518,-121.5598345,Gilroy,Santa Clara County
1173,California,95030,13477,6580,6897,48.9,13477,536,3.9771462489999996,171688,100747.0,325,2.411515916,5854,1964,1980700,11359,125,0,1427,116,37.2282317,-121.98712169999999,Los Gatos,Santa Clara County
1174,California,95032,26027,12944,13083,44.4,26027,1342,5.156183963,124298,67422.0,652,2.505090867,10408,1968,1205600,20086,339,54,3974,383,37.2260616,-121.9302449,Los Gatos,Santa Clara County
